,Energy Transfer (meV),IPR,PPR,1/N,Temperature (K)
0,0.041357994515958826,0.0030741536956206956,0.028459560753793703,8.748906386701662e-05,100
1,0.08271598903191765,0.003035758577590305,0.028819506436662316,8.748906386701662e-05,100
2,0.12407398354787648,0.002974389134570687,0.029414128383589762,8.748906386701662e-05,100
3,0.1654319780638353,0.002893512557963778,0.030236282758207347,8.748906386701662e-05,100
4,0.20678997257979415,0.0027971950725434918,0.03127742670712728,8.748906386701662e-05,100
5,0.24814796709575296,0.0026895857635634824,0.03252882471801186,8.748906386701662e-05,100
6,0.2895059616117118,0.002574510940528164,0.0339827896979409,8.748906386701662e-05,100
7,0.3308639561276706,0.0024552262268930283,0.035633809588996555,8.748906386701662e-05,100
8,0.37222195064362945,0.0023343207980150212,0.037479451813740655,8.748906386701662e-05,100
9,0.4135799451595883,0.002213736400967231,0.0395209943825248,8.748906386701662e-05,100
10,0.45493793967554713,0.002094854656191628,0.041763787100184156,8.748906386701662e-05,100
11,0.4962959341915059,0.001978612312670813,0.044217385743910716,8.748906386701662e-05,100
12,0.5376539287074649,0.0018656166321880429,0.04689552095405969,8.748906386701662e-05,100
13,0.5790119232234237,0.0017562455300566531,0.049815963867076374,8.748906386701662e-05,100
14,0.6203699177393824,0.0016507265171910141,0.05300033830915483,8.748906386701662e-05,100
15,0.6617279122553412,0.0015491943408460825,0.05647391134880794,8.748906386701662e-05,100
16,0.7030859067713001,0.0014517301755887257,0.06026537530056979,8.748906386701662e-05,100
17,0.7444439012872589,0.0013583862471080851,0.06440661781822002,8.748906386701662e-05,100
18,0.7858018958032177,0.001269199724519951,0.06893246364366143,8.748906386701662e-05,100
19,0.8271598903191766,0.0011841991776806783,0.07388036194921951,8.748906386701662e-05,100
20,0.8685178848351354,0.0011034062117619965,0.07928998671061308,8.748906386701662e-05,100
21,0.9098758793510943,0.0010268342380870556,0.08520271395508264,8.748906386701662e-05,100
22,0.9512338738670532,0.0009544857892424166,0.09166093917066846,8.748906386701662e-05,100
23,0.9925918683830118,0.0008863493525916514,0.09870720118562953,8.748906386701662e-05,100
24,1.033949862898971,0.0008223963684719709,0.1063830863328994,8.748906386701662e-05,100
25,1.0753078574149297,0.0007625787976531735,0.11472789977411266,8.748906386701662e-05,100
26,1.1166658519308883,0.0007068274867988401,0.12377711039966335,8.748906386701662e-05,100
27,1.1580238464468473,0.0006550514335109937,0.1335606021012521,8.748906386701662e-05,100
28,1.199381840962806,0.0006071379609085792,0.14410079668892659,8.748906386701662e-05,100
29,1.2407398354787649,0.0005629537461566988,0.15541074993160087,8.748906386701662e-05,100
30,1.2820978299947239,0.0005223466015014084,0.16749235778607957,8.748906386701662e-05,100
31,1.3234558245106824,0.0004851478759108552,0.18033483853300955,8.748906386701662e-05,100
32,1.3648138190266412,0.00045117532755454247,0.19391367063714293,8.748906386701662e-05,100
33,1.4061718135426002,0.0004202363100828,0.20819015817500036,8.748906386701662e-05,100
34,1.447529808058559,0.00039213111742847964,0.22311176027231164,8.748906386701662e-05,100
35,1.4888878025745178,0.000366656341198403,0.2386132572562683,8.748906386701662e-05,100
36,1.5302457970904768,0.00034360811018684616,0.2546187394105514,8.748906386701662e-05,100
37,1.5716037916064354,0.00032278510158259923,0.27104430606636465,8.748906386701662e-05,100
38,1.6129617861223942,0.0003039912364539529,0.28780126982466164,8.748906386701662e-05,100
39,1.6543197806383532,0.00028703799649166015,0.3047995907731979,8.748906386701662e-05,100
40,1.695677775154312,0.0002717463232741115,0.32195123309457285,8.748906386701662e-05,100
41,1.7370357696702707,0.0002579480841835606,0.339173148519133,8.748906386701662e-05,100
42,1.7783937641862297,0.00024548710949006406,0.35638964525979594,8.748906386701662e-05,100
43,1.8197517587021885,0.00023421982227477963,0.3735339862241766,8.748906386701662e-05,100
44,1.8611097532181473,0.0002240154963423287,0.3905491597479508,8.748906386701662e-05,100
45,1.9024677477341063,0.00021475618692836848,0.4073878621070807,8.748906386701662e-05,100
46,1.9438257422500649,0.00020633638496141601,0.42401180908241987,8.748906386701662e-05,100
47,1.9851837367660237,0.00019866244821457519,0.440390545134729,8.748906386701662e-05,100
48,2.026541731281983,0.00019165186235826407,0.45649994104137165,8.748906386701662e-05,100
49,2.067899725797942,0.00018523238226131575,0.47232056727312305,8.748906386701662e-05,100
50,2.1092577203139005,0.00017934109947592998,0.48783610741027517,8.748906386701662e-05,100
51,2.1506157148298595,0.00017392347625595913,0.5030319411179489,8.748906386701662e-05,100
52,2.191973709345818,0.00016893238021975417,0.517893986654348,8.748906386701662e-05,100
53,2.2333317038617766,0.00016432714732292442,0.532407854041847,8.748906386701662e-05,100
54,2.2746896983777356,0.00016007269451132045,0.5465583254789863,8.748906386701662e-05,100
55,2.3160476928936946,0.00015613869754776613,0.560329151203864,8.748906386701662e-05,100
56,2.3574056874096536,0.0001524988442294679,0.5737031274503968,8.748906386701662e-05,100
57,2.398763681925612,0.00014913016864400894,0.5866624081668089,8.748906386701662e-05,100
58,2.440121676441571,0.00014601246829449267,0.599188993165706,8.748906386701662e-05,100
59,2.4814796709575297,0.000143127802852823,0.6112653315651105,8.748906386701662e-05,100
60,2.5228376654734883,0.0001404600709346521,0.6228749799487158,8.748906386701662e-05,100
61,2.5641956599894478,0.0001379946595635192,0.6340032588489066,8.748906386701662e-05,100
62,2.6055536545054063,0.00013571815982745084,0.6446378581779207,8.748906386701662e-05,100
63,2.646911649021365,0.00013361814154323526,0.6547693513511973,8.748906386701662e-05,100
64,2.688269643537324,0.00013168297944750088,0.664391588298597,8.748906386701662e-05,100
65,2.7296276380532825,0.0001299017234494968,0.6735019485790782,8.748906386701662e-05,100
66,2.770985632569242,0.00012826400573558614,0.6821014466628595,8.748906386701662e-05,100
67,2.8123436270852005,0.00012675997794530348,0.6901946914566983,8.748906386701662e-05,100
68,2.8537016216011595,0.00012538027218932544,0.6977897107681126,8.748906386701662e-05,100
69,2.895059616117118,0.000124115980304608,0.7048976582410996,8.748906386701662e-05,100
70,2.936417610633077,0.00012295864640444651,0.7115324251312901,8.748906386701662e-05,100
71,2.9777756051490356,0.00012190026845219096,0.7177101820848709,8.748906386701662e-05,100
72,3.019133599664995,0.00012093330524408663,0.7234488769692718,8.748906386701662e-05,100
73,3.0604915941809536,0.00012005068581311636,0.7287677140238199,8.748906386701662e-05,100
74,3.1018495886969126,0.00011924581884996341,0.7336866374920572,8.748906386701662e-05,100
75,3.1432075832128707,0.00011851260027227635,0.7382258398348799,8.748906386701662e-05,100
76,3.18456557772883,0.00011784541755488289,0.7424053109767401,8.748906386701662e-05,100
77,3.2259235722447883,0.00011723914986036613,0.7462444411377737,8.748906386701662e-05,100
78,3.267281566760748,0.00011668916338167522,0.7497616859318047,8.748906386701662e-05,100
79,3.3086395612767063,0.00011619130162835296,0.7529742987720138,8.748906386701662e-05,100
80,3.3499975557926653,0.00011574187065833594,0.75589813236456,8.748906386701662e-05,100
81,3.391355550308624,0.00011533761948139233,0.7585475082666452,8.748906386701662e-05,100
82,3.432713544824583,0.00011497571604208968,0.760935151166957,8.748906386701662e-05,100
83,3.4740715393405415,0.00011465371933302366,0.7630721827077892,8.748906386701662e-05,100
84,3.515429533856501,0.00011436954829646596,0.7649681682770102,8.748906386701662e-05,100
85,3.5567875283724595,0.00011412144824792162,0.7666312092092642,8.748906386701662e-05,100
86,3.5981455228884185,0.00011390795560054268,0.7680680722058346,8.748906386701662e-05,100
87,3.639503517404377,0.00011372786168808687,0.7692843474624232,8.748906386701662e-05,100
88,3.680861511920336,0.00011358017647746604,0.7702846269513781,8.748906386701662e-05,100
89,3.7222195064362946,0.00011346409293252201,0.7710726945047457,8.748906386701662e-05,100
90,3.763577500952254,0.0001133789527396811,0.7716517197675318,8.748906386701662e-05,100
91,3.8049354954682126,0.00011332421403615783,0.7720244487122752,8.748906386701662e-05,100
92,3.8462934899841716,0.00011329942169373255,0.7721933842126248,8.748906386701662e-05,100
93,3.8876514845001298,0.0001133041806089754,0.7721609511386922,8.748906386701662e-05,100
94,3.929009479016089,0.00011333813233628432,0.7719296415387258,8.748906386701662e-05,100
95,3.9703674735320473,0.00011340093527688754,0.7715021366745987,8.748906386701662e-05,100
96,4.011725468048007,0.00011349224850853374,0.7708814039439718,8.748906386701662e-05,100
97,4.053083462563966,0.00011361171921108327,0.7700707680029695,8.748906386701662e-05,100
98,4.094441457079925,0.00011375897351696201,0.769073956648981,8.748906386701662e-05,100
99,4.135799451595884,0.00011393361049698715,0.7678951231807947,8.748906386701662e-05,100
