,Energy Transfer (meV),f_H2O,1/N_H2O,1/N_total,Temperature (K)
0,0.041357994515958826,0.3967535573942602,0.001388888888888889,8.748906386701662e-05,100
1,0.08271598903191765,0.39423439525646625,0.001388888888888889,8.748906386701662e-05,100
2,0.12407398354787648,0.3901903312196629,0.001388888888888889,8.748906386701662e-05,100
3,0.1654319780638353,0.38482977382595607,0.001388888888888889,8.748906386701662e-05,100
4,0.20678997257979415,0.3784039584944358,0.001388888888888889,8.748906386701662e-05,100
5,0.24814796709575296,0.37117848725086977,0.001388888888888889,8.748906386701662e-05,100
6,0.2895059616117118,0.363408875108346,0.001388888888888889,8.748906386701662e-05,100
7,0.3308639561276706,0.35532314077597965,0.001388888888888889,8.748906386701662e-05,100
8,0.37222195064362945,0.3471121246568983,0.001388888888888889,8.748906386701662e-05,100
9,0.4135799451595883,0.3389264975504802,0.001388888888888889,8.748906386701662e-05,100
10,0.45493793967554713,0.3308785917011711,0.001388888888888889,8.748906386701662e-05,100
11,0.4962959341915059,0.3230470937352505,0.001388888888888889,8.748906386701662e-05,100
12,0.5376539287074649,0.31548297984887663,0.001388888888888889,8.748906386701662e-05,100
13,0.5790119232234237,0.3082155658345437,0.001388888888888889,8.748906386701662e-05,100
14,0.6203699177393824,0.3012580083089914,0.001388888888888889,8.748906386701662e-05,100
15,0.6617279122553412,0.2946119491807467,0.001388888888888889,8.748906386701662e-05,100
16,0.7030859067713001,0.28827123023925244,0.001388888888888889,8.748906386701662e-05,100
17,0.7444439012872589,0.2822247387197143,0.001388888888888889,8.748906386701662e-05,100
18,0.7858018958032177,0.2764585071541959,0.001388888888888889,8.748906386701662e-05,100
19,0.8271598903191766,0.270957208590622,0.001388888888888889,8.748906386701662e-05,100
20,0.8685178848351354,0.26570518147980576,0.001388888888888889,8.748906386701662e-05,100
21,0.9098758793510943,0.2606871005012121,0.001388888888888889,8.748906386701662e-05,100
22,0.9512338738670532,0.25588838822883886,0.001388888888888889,8.748906386701662e-05,100
23,0.9925918683830118,0.2512954420173128,0.001388888888888889,8.748906386701662e-05,100
24,1.033949862898971,0.24689573268546725,0.001388888888888889,8.748906386701662e-05,100
25,1.0753078574149297,0.2426778170386246,0.001388888888888889,8.748906386701662e-05,100
26,1.1166658519308883,0.23863129487358184,0.001388888888888889,8.748906386701662e-05,100
27,1.1580238464468473,0.23474673242934618,0.001388888888888889,8.748906386701662e-05,100
28,1.199381840962806,0.23101556777682203,0.001388888888888889,8.748906386701662e-05,100
29,1.2407398354787649,0.22743000889758044,0.001388888888888889,8.748906386701662e-05,100
30,1.2820978299947239,0.22398293176862155,0.001388888888888889,8.748906386701662e-05,100
31,1.3234558245106824,0.22066778330696216,0.001388888888888889,8.748906386701662e-05,100
32,1.3648138190266412,0.2174784922709274,0.001388888888888889,8.748906386701662e-05,100
33,1.4061718135426002,0.2144093899638074,0.001388888888888889,8.748906386701662e-05,100
34,1.447529808058559,0.21145514169313748,0.001388888888888889,8.748906386701662e-05,100
35,1.4888878025745178,0.20861068929890816,0.001388888888888889,8.748906386701662e-05,100
36,1.5302457970904768,0.20587120460209557,0.001388888888888889,8.748906386701662e-05,100
37,1.5716037916064354,0.20323205328962496,0.001388888888888889,8.748906386701662e-05,100
38,1.6129617861223942,0.20068876850876505,0.001388888888888889,8.748906386701662e-05,100
39,1.6543197806383532,0.1982370332702654,0.001388888888888889,8.748906386701662e-05,100
40,1.695677775154312,0.1958726706402583,0.001388888888888889,8.748906386701662e-05,100
41,1.7370357696702707,0.1935916406265776,0.001388888888888889,8.748906386701662e-05,100
42,1.7783937641862297,0.1913900426287885,0.001388888888888889,8.748906386701662e-05,100
43,1.8197517587021885,0.18926412231778053,0.001388888888888889,8.748906386701662e-05,100
44,1.8611097532181473,0.18721028183635002,0.001388888888888889,8.748906386701662e-05,100
45,1.9024677477341063,0.18522509226239192,0.001388888888888889,8.748906386701662e-05,100
46,1.9438257422500649,0.1833053073475626,0.001388888888888889,8.748906386701662e-05,100
47,1.9851837367660237,0.18144787763238276,0.001388888888888889,8.748906386701662e-05,100
48,2.026541731281983,0.1796499641397146,0.001388888888888889,8.748906386701662e-05,100
49,2.067899725797942,0.17790895095850176,0.001388888888888889,8.748906386701662e-05,100
50,2.1092577203139005,0.17622245614476928,0.001388888888888889,8.748906386701662e-05,100
51,2.1506157148298595,0.1745883404834563,0.001388888888888889,8.748906386701662e-05,100
52,2.191973709345818,0.1730047137699026,0.001388888888888889,8.748906386701662e-05,100
53,2.2333317038617766,0.1714699383804266,0.001388888888888889,8.748906386701662e-05,100
54,2.2746896983777356,0.16998263000542263,0.001388888888888889,8.748906386701662e-05,100
55,2.3160476928936946,0.1685416555137294,0.001388888888888889,8.748906386701662e-05,100
56,2.3574056874096536,0.16714612800211892,0.001388888888888889,8.748906386701662e-05,100
57,2.398763681925612,0.16579539915756947,0.001388888888888889,8.748906386701662e-05,100
58,2.440121676441571,0.1644890491221017,0.001388888888888889,8.748906386701662e-05,100
59,2.4814796709575297,0.16322687409955916,0.001388888888888889,8.748906386701662e-05,100
60,2.5228376654734883,0.16200887198158817,0.001388888888888889,8.748906386701662e-05,100
61,2.5641956599894478,0.16083522629595312,0.001388888888888889,8.748906386701662e-05,100
62,2.6055536545054063,0.159706288795364,0.001388888888888889,8.748906386701662e-05,100
63,2.646911649021365,0.1586225610099177,0.001388888888888889,8.748906386701662e-05,100
64,2.688269643537324,0.15758467508222124,0.001388888888888889,8.748906386701662e-05,100
65,2.7296276380532825,0.15659337419258196,0.001388888888888889,8.748906386701662e-05,100
66,2.770985632569242,0.155649492863783,0.001388888888888889,8.748906386701662e-05,100
67,2.8123436270852005,0.15475393741209925,0.001388888888888889,8.748906386701662e-05,100
68,2.8537016216011595,0.1539076667850485,0.001388888888888889,8.748906386701662e-05,100
69,2.895059616117118,0.1531116739980824,0.001388888888888889,8.748906386701662e-05,100
70,2.936417610633077,0.15236696835322153,0.001388888888888889,8.748906386701662e-05,100
71,2.9777756051490356,0.15167455859376194,0.001388888888888889,8.748906386701662e-05,100
72,3.019133599664995,0.15103543712140316,0.001388888888888889,8.748906386701662e-05,100
73,3.0604915941809536,0.15045056537619028,0.001388888888888889,8.748906386701662e-05,100
74,3.1018495886969126,0.14992086045608086,0.001388888888888889,8.748906386701662e-05,100
75,3.1432075832128707,0.14944718303197763,0.001388888888888889,8.748906386701662e-05,100
76,3.18456557772883,0.149030326595746,0.001388888888888889,8.748906386701662e-05,100
77,3.2259235722447883,0.1486710080630787,0.001388888888888889,8.748906386701662e-05,100
78,3.267281566760748,0.14836985973963468,0.001388888888888889,8.748906386701662e-05,100
79,3.3086395612767063,0.14812742264744364,0.001388888888888889,8.748906386701662e-05,100
80,3.3499975557926653,0.14794414119849414,0.001388888888888889,8.748906386701662e-05,100
81,3.391355550308624,0.147820359193218,0.001388888888888889,8.748906386701662e-05,100
82,3.432713544824583,0.1477563171127109,0.001388888888888889,8.748906386701662e-05,100
83,3.4740715393405415,0.147752150664359,0.001388888888888889,8.748906386701662e-05,100
84,3.515429533856501,0.14780789053060486,0.001388888888888889,8.748906386701662e-05,100
85,3.5567875283724595,0.14792346325959693,0.001388888888888889,8.748906386701662e-05,100
