4.552911 3.267705 1.981931
2.313876 2.353429 0.676903
3.042506 3.558814 4.551928
3.923117 3.326088 3.725564
1.794380 2.264965 1.560031
4.251903 2.867611 5.536300
3.409679 3.430036 5.549687
3.498795 2.407795 0.443002
4.630261 2.424079 2.318362
2.504763 2.625868 4.751119
4.078935 3.271308 2.938308
2.186568 1.636122 1.628223
2.817242 3.779765 5.504519
3.743958 1.442040 2.292909
2.441663 4.181433 0.886178
2.281227 2.511488 3.646462
4.158068 3.833995 0.789005
3.073937 2.539489 5.900376
2.339605 3.126382 1.143772
2.599207 4.469992 5.445606
3.044545 4.720639 4.083895
4.197343 3.992854 2.610742
1.641407 3.499692 2.855974
4.199089 2.136848 5.200257
1.884342 4.068291 4.286560
3.886976 1.757925 3.460637
3.157622 4.593653 5.885303
4.412262 3.410473 0.680050
2.241174 2.708561 2.184080
2.794060 3.759226 5.391175
3.584890 1.476355 1.199587
4.265203 2.851371 2.816917
1.515567 2.070948 4.983561
3.628804 3.257606 0.474106
4.197830 2.192165 3.974104
3.171263 3.719951 1.894968
2.944139 1.977887 1.316440
2.578317 2.522893 1.060612
4.017095 2.150464 1.580712
2.895339 3.703948 4.502230
4.633404 3.098740 4.869270
3.855178 2.741795 0.467297
3.456015 3.448783 0.620918
1.688990 4.143363 2.183173
2.864108 2.858570 3.443642
4.189526 4.337017 3.890858
2.014700 1.550584 2.175758
1.585764 3.766251 3.227356
2.197816 1.751153 2.627337
3.995189 1.680887 0.031823
2.909604 1.252274 3.959135
2.556867 2.547060 1.100832
4.600813 2.250671 0.659368
2.655367 1.731851 0.881774
1.767479 3.138015 3.858489
3.888424 2.392586 2.828386
2.144679 2.960837 0.078765
2.209688 3.592505 2.222423
3.379420 4.153625 1.660361
3.790707 4.257423 2.340128
3.199200 1.708024 3.948844
4.526133 3.646242 1.225202
3.398541 1.888412 0.241756
4.176962 3.364304 2.401053
2.659796 3.769182 4.624017
3.527136 4.165199 5.719839
2.085644 3.548542 1.822928
2.214462 1.746552 5.335086
1.871597 3.514447 2.623134
2.908086 2.658072 3.060695
2.536044 2.970289 4.316002
4.582516 3.456495 5.628727
3.922435 4.525679 5.208636
1.949529 2.368446 2.758139
3.878981 3.635763 5.836274
2.475112 2.372261 0.943573
3.452127 3.238392 0.668652
3.484652 4.047262 4.400110
3.974535 2.923567 0.983688
3.033834 1.937815 3.035759
3.284676 3.609109 4.971998
4.150785 2.374042 5.108309
2.976282 1.402252 2.965130
2.028083 2.308278 4.490567
2.837647 2.431471 3.150152
3.277022 2.104708 5.893631
3.157517 2.048312 2.759958
2.888099 1.476474 1.781241
3.583392 3.412386 5.757421
3.615918 4.348482 0.108091
3.992469 4.253551 1.963637
3.278719 1.494722 5.271251
1.634455 3.278785 3.326384
3.783540 2.761486 3.260440
2.510941 1.345179 5.253486
3.408055 1.605419 0.796638
1.613088 2.885742 2.525735
4.335832 2.212470 4.332524
2.721652 2.432209 4.169954
2.964244 3.484286 1.675758
1.453424 3.369797 1.399788
2.045005 3.512106 3.321401
3.524402 1.690203 2.955337
3.597356 3.743921 4.700230
3.056791 1.559879 2.456285
1.591588 2.009931 3.017058
2.768127 3.031880 0.265692
3.472592 1.960029 0.807114
3.403163 1.420646 1.312134
3.462985 2.375631 4.467882
1.396835 3.179454 3.462475
3.694976 4.194337 1.418251
1.322214 2.760578 1.599371
3.290938 3.365095 5.956181
2.753351 4.395530 4.972060
3.941290 2.335311 3.847099
3.995648 2.936275 2.125545
3.385382 3.322667 1.292115
2.372057 3.467590 1.528194
1.550984 3.283499 4.145596
3.143697 1.230033 3.318425
4.696897 3.072958 2.781350
1.927341 2.438009 2.063792
2.537282 4.676576 0.661795
4.220422 4.153963 5.554925
3.657275 2.113146 5.024707
2.676609 4.530276 5.855279
2.120653 3.186226 3.115312
2.450009 4.601341 1.826465
3.080098 4.287322 3.184305
2.956156 4.689832 4.528408
1.771378 2.471869 0.456842
2.638859 4.126995 1.582883
1.252348 3.172543 4.693275
3.648856 3.091127 1.404156
3.811810 1.734868 3.194057
2.605256 1.399306 4.314010
2.304869 2.798302 4.014320
1.823824 3.687262 3.946261
2.718288 3.169215 0.408497
3.770961 3.528167 5.733174
3.562555 3.931723 4.504408
1.788792 2.460567 2.664933
3.015292 4.512057 4.141250
1.434864 2.337465 5.464697
3.297631 4.715586 3.109283
2.769732 2.136720 2.953462
3.104791 2.161181 5.779082
2.322675 1.338368 5.223732
2.232404 3.818723 5.586923
3.656394 1.473635 1.208106
2.764919 4.663987 5.999868
4.209248 2.836652 0.205724
3.114651 4.430647 0.521911
4.638014 2.738265 2.025789
1.713265 1.958926 2.681452
2.006880 3.291949 0.285518
2.041974 4.229323 2.865755
2.196307 4.190025 5.238866
4.651851 3.284597 3.241861
3.169083 2.915907 5.372658
2.499410 3.218568 1.036139
4.439179 2.862565 4.388677
2.257334 4.557575 5.759859
4.179801 3.272234 0.959060
1.790247 3.956158 2.182048
2.105852 2.923721 5.196039
4.176458 3.156271 5.468284
3.333548 2.687542 3.018258
4.579135 2.937608 4.606671
1.311517 3.197068 0.821784
3.834839 2.341303 5.214219
2.548402 4.380827 4.983155
2.714397 2.335205 3.344157
2.205458 1.766916 0.726186
3.751033 4.625357 4.019950
3.974657 4.100002 1.200765
3.817091 4.306730 0.426414
3.968418 3.005669 0.895728
1.821776 2.606083 5.319703
3.606696 2.494289 1.696254
2.827395 2.302352 4.995062
3.355979 4.007556 0.894003
3.734112 4.071005 3.563235
3.296223 3.006275 2.044667
1.910932 3.465675 5.320550
2.867889 2.432475 4.112119
2.355771 2.704044 0.236933
2.920485 1.456317 1.362041
3.028511 1.819681 2.489785
3.555530 2.860201 3.609133
1.948095 2.245398 0.482542
2.729911 3.858778 0.700537
2.670877 1.772542 4.318564
1.761889 2.801982 1.788009
1.722245 3.669021 2.820383
4.010055 2.123943 2.790164
4.393253 2.253774 2.835248
4.285074 4.066207 1.205837
1.875544 2.322531 1.595099
2.914114 3.574630 0.444572
3.467794 3.479751 2.043489
1.403239 3.428096 2.348215
